acc_x[mg],acc_y[mg],acc_z[mg],gyro_x[mdps],gyro_y[mdps],gyro_z[mdps]
-123.562,1129.690,393.571,0.000,0.000,0.000
267.568,903.088,4.780,0.000,0.000,0.000
186.602,983.043,75.320,0.000,0.000,0.000
71.681,1008.042,189.480,0.000,0.000,0.000
217.066,919.439,-1.247,0.000,0.000,0.000
34.979,1025.307,196.781,0.000,0.000,0.000
151.274,968.160,56.364,0.000,0.000,0.000
105.104,1013.574,117.182,0.000,0.000,0.000
67.406,1018.688,119.143,0.000,0.000,0.000
184.537,964.133,74.918,0.000,0.000,0.000
97.022,1022.314,112.179,0.000,0.000,0.000
123.176,990.680,98.631,0.000,0.000,0.000
169.149,980.815,77.305,0.000,0.000,0.000
89.624,998.907,117.412,0.000,0.000,0.000
191.493,935.505,103.795,0.000,0.000,0.000
56.287,1031.464,108.930,0.000,0.000,0.000
45.628,1014.535,89.619,0.000,0.000,0.000
157.103,977.636,66.138,0.000,0.000,0.000
16.993,1035.552,153.588,0.000,0.000,0.000
165.326,969.357,32.517,0.000,0.000,0.000
77.462,1015.910,130.912,0.000,0.000,0.000
147.577,968.250,44.119,0.000,0.000,0.000
109.428,997.466,50.082,0.000,0.000,0.000
95.795,999.015,73.171,0.000,0.000,0.000
156.386,968.321,22.251,0.000,0.000,0.000
107.196,1001.368,131.960,0.000,0.000,0.000
97.757,1000.689,75.449,0.000,0.000,0.000
120.559,991.018,66.610,0.000,0.000,0.000
39.198,1015.037,136.269,0.000,0.000,0.000
134.655,969.014,11.232,0.000,0.000,0.000
26.824,1001.702,-3.011,0.000,0.000,0.000
40.387,979.621,-136.815,0.000,0.000,0.000
24.174,936.202,-169.261,0.000,0.000,0.000
101.038,870.206,-276.775,0.000,0.000,0.000
24.054,922.458,-73.157,0.000,0.000,0.000
269.964,729.579,-88.149,0.000,0.000,0.000
260.660,651.185,197.152,0.000,0.000,0.000
-49.517,790.230,310.676,0.000,0.000,0.000
202.967,593.564,369.611,0.000,0.000,0.000
125.820,603.567,702.937,0.000,0.000,0.000
153.165,425.140,550.801,0.000,0.000,0.000
192.764,273.183,916.792,0.000,0.000,0.000
118.649,192.815,1148.496,0.000,0.000,0.000
212.179,190.842,961.765,0.000,0.000,0.000
95.697,108.164,1569.361,0.000,0.000,0.000
279.747,46.147,1027.368,0.000,0.000,0.000
-20.265,161.710,1507.411,0.000,0.000,0.000
147.302,45.979,1273.632,0.000,0.000,0.000
190.558,133.201,924.827,0.000,0.000,0.000
-81.781,15.260,1362.963,0.000,0.000,0.000
49.067,123.712,902.826,0.000,0.000,0.000
113.395,9.917,1454.953,0.000,0.000,0.000
132.889,87.446,669.619,0.000,0.000,0.000
59.944,125.229,846.973,0.000,0.000,0.000
244.756,5.205,1168.916,0.000,0.000,0.000
139.824,41.700,1032.547,0.000,0.000,0.000
157.601,20.099,1045.909,0.000,0.000,0.000
26.136,55.219,998.025,0.000,0.000,0.000
177.512,27.405,1002.979,0.000,0.000,0.000
88.758,55.555,993.524,0.000,0.000,0.000
99.591,59.105,1008.216,0.000,0.000,0.000
104.525,33.121,942.194,0.000,0.000,0.000
121.708,19.007,999.018,0.000,0.000,0.000
45.830,64.133,1010.763,0.000,0.000,0.000
136.926,36.250,982.639,0.000,0.000,0.000
84.820,50.082,1014.185,0.000,0.000,0.000
58.141,59.732,1000.815,0.000,0.000,0.000
117.187,60.444,991.719,0.000,0.000,0.000
115.706,35.953,965.580,0.000,0.000,0.000
67.090,53.535,1015.080,0.000,0.000,0.000
102.844,43.564,983.634,0.000,0.000,0.000
59.071,54.946,1011.231,0.000,0.000,0.000
90.886,49.352,940.967,0.000,0.000,0.000
69.608,37.445,1011.304,0.000,0.000,0.000
23.343,47.682,1019.869,0.000,0.000,0.000
69.141,42.241,980.994,0.000,0.000,0.000
55.793,36.164,984.584,0.000,0.000,0.000
34.138,35.537,1020.715,0.000,0.000,0.000
29.942,33.042,1000.580,0.000,0.000,0.000
59.060,25.187,992.376,0.000,0.000,0.000
19.141,33.340,991.028,0.000,0.000,0.000
43.018,23.288,1000.333,0.000,0.000,0.000
51.204,17.342,996.936,0.000,0.000,0.000
27.585,32.172,985.844,0.000,0.000,0.000
38.101,21.040,1001.933,0.000,0.000,0.000
32.559,21.084,1002.670,0.000,0.000,0.000
33.652,22.251,993.146,0.000,0.000,0.000
-7.087,17.479,1022.947,0.000,0.000,0.000
46.715,10.545,981.461,0.000,0.000,0.000
43.911,5.706,1031.188,0.000,0.000,0.000
-20.110,28.016,1009.845,0.000,0.000,0.000
90.011,-28.081,1078.600,0.000,0.000,0.000
