acc_x[mg],acc_y[mg],acc_z[mg],gyro_x[mdps],gyro_y[mdps],gyro_z[mdps]
2.440,-11.224,1000.400,-280.000,210.000,420.000
-1.464,-10.248,1000.400,-280.000,350.000,420.000
2.928,-10.736,1001.376,-280.000,280.000,280.000
2.928,-6.344,999.424,-350.000,280.000,350.000
1.464,-10.736,995.032,-280.000,350.000,420.000
-4.880,-10.248,996.008,-280.000,280.000,490.000
-0.976,-4.880,1004.792,-210.000,210.000,420.000
-0.976,-8.784,999.912,-280.000,210.000,490.000
0.000,-7.808,995.520,-280.000,210.000,420.000
0.488,-10.248,994.056,-140.000,280.000,490.000
-0.488,-10.736,1000.888,-210.000,350.000,560.000
-1.952,-7.808,1001.376,-210.000,350.000,350.000
-0.488,-7.808,1002.352,-280.000,350.000,350.000
-0.488,-12.688,998.448,-140.000,280.000,420.000
-1.464,-9.760,1003.816,-140.000,350.000,420.000
-2.928,-8.784,997.960,-140.000,420.000,350.000
-3.904,-7.320,995.032,70.000,630.000,350.000
-0.976,-9.760,995.520,0.000,630.000,420.000
-2.440,-12.200,1003.328,70.000,420.000,350.000
-2.440,-6.832,1004.792,0.000,490.000,420.000
0.000,-7.808,995.520,70.000,420.000,350.000
-1.952,-7.808,999.424,-210.000,280.000,280.000
-1.952,-10.248,996.984,-210.000,210.000,420.000
-3.904,-8.784,1003.328,-210.000,280.000,420.000
-1.464,-10.736,1000.400,-420.000,210.000,350.000
1.952,-8.296,989.176,210.000,630.000,350.000
-1.464,-8.784,1002.840,70.000,280.000,350.000
-1.464,-6.344,1006.744,-700.000,-70.000,350.000
-3.904,-9.760,1000.888,-1820.000,-770.000,420.000
-12.200,8.296,1002.840,-1750.000,-770.000,420.000
-31.232,-26.352,996.496,-4410.000,-2800.000,350.000
14.152,-31.232,999.424,-14420.000,-10710.000,1190.000
-2.928,-14.152,1003.328,-16030.000,-11340.000,1050.000
2.928,-40.992,1000.400,-18200.000,-12320.000,980.000
4.880,-119.560,984.296,-8540.000,-3220.000,-490.000
51.240,181.048,1119.960,-10360.000,1400.000,-350.000
-12.688,23.424,993.568,-16660.000,1890.000,16660.000
-62.464,-113.216,1006.744,-21560.000,1680.000,25690.000
-2.928,-159.576,1010.648,-20790.000,980.000,28770.000
-101.504,-44.408,943.304,-9870.000,840.000,22470.000
36.112,-78.568,998.448,2450.000,-1610.000,15820.000
-0.488,-48.312,968.192,5460.000,-1680.000,12530.000
-41.480,-88.328,1005.280,5530.000,-1470.000,13650.000
-128.832,-204.472,1140.944,7140.000,-3080.000,22470.000
170.800,-20.496,901.824,-280.000,-1120.000,22190.000
120.048,-42.456,994.544,6720.000,-2100.000,19180.000
30.744,-30.256,1008.208,3990.000,-490.000,5180.000
-18.544,-14.152,999.424,4340.000,-560.000,4340.000
39.528,-37.576,1003.816,4760.000,-630.000,4270.000
-16.592,-20.496,994.544,6230.000,-1330.000,4970.000
49.776,-67.832,986.736,4970.000,-1540.000,7070.000
10.248,-32.208,1001.864,1610.000,-280.000,2240.000
7.320,-36.600,1008.208,-1540.000,350.000,2730.000
