acc_x[mg],acc_y[mg],acc_z[mg],gyro_x[mdps],gyro_y[mdps],gyro_z[mdps]
1003.816,-9.76,-1.464,-140.0,350.0,420.0
997.96,-8.784,-2.928,-140.0,420.0,350.0
995.032,-7.32,-3.904,70.0,630.0,350.0
995.52,-9.76,-0.976,0.0,630.0,420.0
1003.328,-12.2,-2.44,70.0,420.0,350.0
1004.792,-6.832,-2.44,0.0,490.0,420.0
995.52,-7.808,-0.0,70.0,420.0,350.0
999.424,-7.808,-1.952,-210.0,280.0,280.0
996.984,-10.248,-1.952,-210.0,210.0,420.0
1003.328,-8.784,-3.904,-210.0,280.0,420.0
1000.4,-10.736,-1.464,-420.0,210.0,350.0
989.176,-8.296,1.952,210.0,630.0,350.0
1002.84,-8.784,-1.464,70.0,280.0,350.0
1006.744,-6.344,-1.464,-700.0,-70.0,350.0
1000.888,-9.76,-3.904,-1820.0,-770.0,420.0
1002.84,8.296,-12.2,-1750.0,-770.0,420.0
996.496,-26.352,-31.232,-4410.0,-2800.0,350.0
999.424,-31.232,14.152,-14420.0,-10710.0,1190.0
1003.328,-14.152,-2.928,-16030.0,-11340.0,1050.0
1000.4,-40.992,2.928,-18200.0,-12320.0,980.0
984.296,-119.56,4.88,-8540.0,-3220.0,-490.0
1119.96,181.048,51.24,-10360.0,1400.0,-350.0
993.568,23.424,-12.688,-16660.0,1890.0,16660.0
1006.744,-113.216,-62.464,-21560.0,1680.0,25690.0
1010.648,-159.576,-2.928,-20790.0,980.0,28770.0
943.304,-44.408,-101.504,-9870.0,840.0,22470.0
998.448,-78.568,36.112,2450.0,-1610.0,15820.0
968.192,-48.312,-0.488,5460.0,-1680.0,12530.0
1005.28,-88.328,-41.48,5530.0,-1470.0,13650.0
1140.944,-204.472,-128.832,7140.0,-3080.0,22470.0
901.824,-20.496,170.8,-280.0,-1120.0,22190.0
994.544,-42.456,120.048,6720.0,-2100.0,19180.0
1008.208,-30.256,30.744,3990.0,-490.0,5180.0
